"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Bay of Plenty","Total","full","2329","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Total","full","5466","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Total","full","3377","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Total","full","6989","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Total","full","2081","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Total","full","1873","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Total","full","1255","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Total","full","1989","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Total","full","1554","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Total","full","1753","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Total","full","618","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Total","full","3342","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Total","full","665","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Total","full","1366","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Total","full","4433","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Total","full","522","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Total","full","6384","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Total","full","353","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Total","full","760","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Total","full","52252","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Total","proportion","0.81135357368754","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Total","proportion","0.706614077669903","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Total","proportion","0.817896154421667","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Total","proportion","0.863020700230003","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Total","proportion","0.737003058103975","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Total","proportion","0.855674342105263","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Total","proportion","0.839910313901345","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Total","proportion","0.701901565995526","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Total","proportion","0.833263510682866","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Total","proportion","0.821787414066631","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Total","proportion","0.702886928628709","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Total","proportion","0.867977528089888","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Total","proportion","0.869180754226268","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Total","proportion","0.809987819732034","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Total","proportion","0.813095238095238","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Total","proportion","0.746673404076133","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Total","proportion","0.878787878787879","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Total","proportion","0.769620253164557","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Total","proportion","0.777533039647577","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Total","proportion","0.836083608360836","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Total","proportion","0.789269368457623","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","NZE","eligible","1559","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","NZE","eligible","1295","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","NZE","eligible","3640","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","NZE","eligible","1637","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","NZE","eligible","1253","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","NZE","eligible","1006","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","NZE","eligible","816","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","NZE","eligible","543","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","NZE","eligible","1073","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","NZE","eligible","1090","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","NZE","eligible","753","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","NZE","eligible","508","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","NZE","eligible","2380","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","NZE","eligible","185","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","NZE","eligible","918","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","NZE","eligible","2549","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","NZE","eligible","322","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","NZE","eligible","2743","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","NZE","eligible","273","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","NZE","eligible","360","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","NZE","eligible","24916","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","NZE","full","1331","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","NZE","full","943","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","NZE","full","3115","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","NZE","full","1457","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","NZE","full","1015","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","NZE","full","860","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","NZE","full","723","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","NZE","full","396","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","NZE","full","906","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","NZE","full","934","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","NZE","full","553","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","NZE","full","448","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","NZE","full","2096","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","NZE","full","157","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","NZE","full","778","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","NZE","full","1995","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","NZE","full","284","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","NZE","full","2162","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","NZE","full","226","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","NZE","full","307","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","NZE","full","20691","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","NZE","proportion","0.853752405388069","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","NZE","proportion","0.728185328185328","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","NZE","proportion","0.855769230769231","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","NZE","proportion","0.890042761148442","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","NZE","proportion","0.810055865921788","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","NZE","proportion","0.854870775347913","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","NZE","proportion","0.886029411764706","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","NZE","proportion","0.729281767955801","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","NZE","proportion","0.844361602982293","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.856880733944954","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","NZE","proportion","0.734395750332005","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","NZE","proportion","0.881889763779528","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","NZE","proportion","0.880672268907563","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","NZE","proportion","0.848648648648649","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","NZE","proportion","0.847494553376906","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","NZE","proportion","0.782659866614359","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","NZE","proportion","0.881987577639752","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","NZE","proportion","0.788188115202333","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","NZE","proportion","0.827838827838828","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","NZE","proportion","0.852777777777778","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","NZE","proportion","0.830430245625301","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Maori","eligible","748","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Maori","eligible","1397","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Maori","eligible","973","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Maori","eligible","719","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Maori","eligible","2582","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Maori","eligible","1035","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Maori","eligible","606","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Maori","eligible","967","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Maori","eligible","821","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Maori","eligible","361","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Maori","eligible","1396","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Maori","eligible","94","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Maori","eligible","697","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Maori","eligible","565","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Maori","eligible","521","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Maori","eligible","2146","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Maori","eligible","186","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Maori","eligible","1341","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Maori","eligible","81","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Maori","eligible","370","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Maori","eligible","17619","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Maori","full","592","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Maori","full","987","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Maori","full","782","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Maori","full","603","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Maori","full","1750","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Maori","full","895","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Maori","full","493","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Maori","full","666","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Maori","full","694","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Maori","full","297","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Maori","full","955","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Maori","full","81","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Maori","full","610","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Maori","full","453","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Maori","full","414","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Maori","full","1551","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Maori","full","171","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Maori","full","971","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Maori","full","71","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Maori","full","305","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Maori","full","13346","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Maori","proportion","0.79144385026738","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Maori","proportion","0.706513958482462","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Maori","proportion","0.803699897225077","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Maori","proportion","0.838664812239221","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Maori","proportion","0.677769171185128","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Maori","proportion","0.864734299516908","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Maori","proportion","0.813531353135314","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Maori","proportion","0.688728024819028","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Maori","proportion","0.84531059683313","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.822714681440443","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Maori","proportion","0.684097421203438","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Maori","proportion","0.861702127659574","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Maori","proportion","0.875179340028694","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Maori","proportion","0.801769911504425","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Maori","proportion","0.794625719769674","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Maori","proportion","0.722739981360671","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Maori","proportion","0.919354838709677","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Maori","proportion","0.724086502609993","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Maori","proportion","0.876543209876543","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Maori","proportion","0.824324324324324","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Maori","proportion","0.757477722912765","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Pacific","eligible","1314","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Pacific","eligible","74","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Pacific","eligible","262","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Pacific","eligible","394","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Pacific","eligible","3155","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Pacific","eligible","116","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Pacific","eligible","250","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Pacific","eligible","51","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Pacific","eligible","91","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Nelson Marlborough","Pacific","eligible","44","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Northland","Pacific","eligible","38","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"South Canterbury","Pacific","eligible","22","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Southern","Pacific","eligible","114","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Tairawhiti","Pacific","eligible","15","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Taranaki","Pacific","eligible","29","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waikato","Pacific","eligible","217","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Wairarapa","Pacific","eligible","15","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Waitemata","Pacific","eligible","988","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"West Coast","Pacific","eligible","n/s","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Whanganui","Pacific","eligible","27","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"National","Pacific","eligible","7229","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Auckland","Pacific","full","1093","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Bay of Plenty","Pacific","full","51","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Canterbury","Pacific","full","214","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Capital & Coast","Pacific","full","351","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Counties Manukau","Pacific","full","2347","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hawkes Bay","Pacific","full","104","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Hutt Valley","Pacific","full","204","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Lakes","Pacific","full","35","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
"Midcentral","Pacific","full","75","5 Years","1 April 2012 to 31 March 2013 (Excel, 2.2 MB).xls","Ethnicity"
