"Age","DHB","demography","measure","number","QtYR","Demogfacet"
"8 months","Hutt Valley","DepTotal","eligible","508","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Lakes","DepTotal","eligible","413","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","MidCentral","DepTotal","eligible","562","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Nelson Marlborough","DepTotal","eligible","385","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Northland","DepTotal","eligible","628","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","South Canterbury","DepTotal","eligible","149","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Southern","DepTotal","eligible","891","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Tairāwhiti","DepTotal","eligible","177","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Taranaki","DepTotal","eligible","385","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Waikato","DepTotal","eligible","1561","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Wairarapa","DepTotal","eligible","140","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Waitematā","DepTotal","eligible","2029","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","West Coast","DepTotal","eligible","85","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Whanganui","DepTotal","eligible","206","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","National Total","DepTotal","eligible","15977","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Auckland","DepTotal","eligible","1306","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Bay of Plenty","DepTotal","eligible","891","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Canterbury","DepTotal","eligible","1805","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Capital and Coast","DepTotal","eligible","816","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Counties Manukau","DepTotal","eligible","2259","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Hawkes Bay","DepTotal","eligible","566","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Hutt Valley","DepTotal","eligible","534","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Lakes","DepTotal","eligible","394","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","MidCentral","DepTotal","eligible","616","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Nelson Marlborough","DepTotal","eligible","421","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Northland","DepTotal","eligible","614","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","South Canterbury","DepTotal","eligible","166","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Southern","DepTotal","eligible","925","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Tairāwhiti","DepTotal","eligible","189","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Taranaki","DepTotal","eligible","448","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Waikato","DepTotal","eligible","1559","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Wairarapa","DepTotal","eligible","153","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Waitematā","DepTotal","eligible","1993","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","West Coast","DepTotal","eligible","94","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Whanganui","DepTotal","eligible","220","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","National Total","DepTotal","eligible","14933","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Auckland","DepTotal","eligible","1226","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Bay of Plenty","DepTotal","eligible","827","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Canterbury","DepTotal","eligible","1673","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Capital and Coast","DepTotal","eligible","725","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Counties Manukau","DepTotal","eligible","2193","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Hawkes Bay","DepTotal","eligible","523","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Hutt Valley","DepTotal","eligible","512","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Lakes","DepTotal","eligible","361","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","MidCentral","DepTotal","eligible","589","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Nelson Marlborough","DepTotal","eligible","377","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Northland","DepTotal","eligible","608","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","South Canterbury","DepTotal","eligible","157","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Southern","DepTotal","eligible","831","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Tairāwhiti","DepTotal","eligible","164","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Taranaki","DepTotal","eligible","364","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Waikato","DepTotal","eligible","1443","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Wairarapa","DepTotal","eligible","124","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Waitematā","DepTotal","eligible","1927","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","West Coast","DepTotal","eligible","71","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Whanganui","DepTotal","eligible","232","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","National Total","DepTotal","eligible","14576","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Auckland","DepTotal","eligible","1186","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Bay of Plenty","DepTotal","eligible","814","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Canterbury","DepTotal","eligible","1572","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Capital and Coast","DepTotal","eligible","745","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Counties Manukau","DepTotal","eligible","2115","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Hawkes Bay","DepTotal","eligible","556","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Hutt Valley","DepTotal","eligible","494","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Lakes","DepTotal","eligible","357","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","MidCentral","DepTotal","eligible","525","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Nelson Marlborough","DepTotal","eligible","365","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Northland","DepTotal","eligible","608","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","South Canterbury","DepTotal","eligible","153","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Southern","DepTotal","eligible","847","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Tairāwhiti","DepTotal","eligible","180","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Taranaki","DepTotal","eligible","378","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Waikato","DepTotal","eligible","1442","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Wairarapa","DepTotal","eligible","144","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Waitematā","DepTotal","eligible","1795","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","West Coast","DepTotal","eligible","79","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"24 months","Whanganui","DepTotal","eligible","217","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","National Total","DepTotal","eligible","15807","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Auckland","DepTotal","eligible","1255","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Bay of Plenty","DepTotal","eligible","880","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Canterbury","DepTotal","eligible","1742","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Capital and Coast","DepTotal","eligible","829","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Counties Manukau","DepTotal","eligible","2123","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Hawkes Bay","DepTotal","eligible","566","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Hutt Valley","DepTotal","eligible","470","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Lakes","DepTotal","eligible","383","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","MidCentral","DepTotal","eligible","617","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Nelson Marlborough","DepTotal","eligible","443","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Northland","DepTotal","eligible","683","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","South Canterbury","DepTotal","eligible","153","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Southern","DepTotal","eligible","953","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Tairāwhiti","DepTotal","eligible","203","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Taranaki","DepTotal","eligible","429","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Waikato","DepTotal","eligible","1500","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Wairarapa","DepTotal","eligible","165","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Waitematā","DepTotal","eligible","2087","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","West Coast","DepTotal","eligible","98","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"54 months","Whanganui","DepTotal","eligible","218","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","National Total","DepTotal","eligible","15671","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Auckland","DepTotal","eligible","1235","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Bay of Plenty","DepTotal","eligible","937","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Canterbury","DepTotal","eligible","1728","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Capital and Coast","DepTotal","eligible","800","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Counties Manukau","DepTotal","eligible","2147","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Hawkes Bay","DepTotal","eligible","596","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Hutt Valley","DepTotal","eligible","499","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Lakes","DepTotal","eligible","423","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","MidCentral","DepTotal","eligible","561","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Nelson Marlborough","DepTotal","eligible","409","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Northland","DepTotal","eligible","650","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","South Canterbury","DepTotal","eligible","150","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Southern","DepTotal","eligible","897","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Tairāwhiti","DepTotal","eligible","181","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Taranaki","DepTotal","eligible","417","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Waikato","DepTotal","eligible","1524","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Wairarapa","DepTotal","eligible","171","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Waitematā","DepTotal","eligible","2009","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","West Coast","DepTotal","eligible","106","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"5 years","Whanganui","DepTotal","eligible","226","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","National Total","DepTotal","full","10616","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Auckland","DepTotal","full","980","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Bay of Plenty","DepTotal","full","521","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Canterbury","DepTotal","full","1383","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Capital and Coast","DepTotal","full","631","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Counties Manukau","DepTotal","full","1418","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Hawkes Bay","DepTotal","full","354","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Hutt Valley","DepTotal","full","393","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Lakes","DepTotal","full","223","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","MidCentral","DepTotal","full","369","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Nelson Marlborough","DepTotal","full","257","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Northland","DepTotal","full","294","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","South Canterbury","DepTotal","full","118","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Southern","DepTotal","full","729","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Tairāwhiti","DepTotal","full","119","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Taranaki","DepTotal","full","253","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Waikato","DepTotal","full","890","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Wairarapa","DepTotal","full","108","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Waitematā","DepTotal","full","1402","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","West Coast","DepTotal","full","41","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"6 months","Whanganui","DepTotal","full","129","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","National Total","DepTotal","full","13176","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Auckland","DepTotal","full","1184","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Bay of Plenty","DepTotal","full","665","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Canterbury","DepTotal","full","1649","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Capital and Coast","DepTotal","full","683","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Counties Manukau","DepTotal","full","1855","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Hawkes Bay","DepTotal","full","488","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Hutt Valley","DepTotal","full","436","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Lakes","DepTotal","full","291","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","MidCentral","DepTotal","full","426","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Nelson Marlborough","DepTotal","full","325","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Northland","DepTotal","full","462","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","South Canterbury","DepTotal","full","136","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Southern","DepTotal","full","820","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Tairāwhiti","DepTotal","full","142","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Taranaki","DepTotal","full","304","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Waikato","DepTotal","full","1217","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Wairarapa","DepTotal","full","120","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Waitematā","DepTotal","full","1733","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","West Coast","DepTotal","full","71","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"8 months","Whanganui","DepTotal","full","163","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","National Total","DepTotal","full","14211","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Auckland","DepTotal","full","1204","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Bay of Plenty","DepTotal","full","715","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Canterbury","DepTotal","full","1691","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Capital and Coast","DepTotal","full","772","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Counties Manukau","DepTotal","full","2023","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Hawkes Bay","DepTotal","full","503","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Hutt Valley","DepTotal","full","491","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Lakes","DepTotal","full","308","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","MidCentral","DepTotal","full","521","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Nelson Marlborough","DepTotal","full","375","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Northland","DepTotal","full","481","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","South Canterbury","DepTotal","full","156","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Southern","DepTotal","full","874","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Tairāwhiti","DepTotal","full","161","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Taranaki","DepTotal","full","369","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Waikato","DepTotal","full","1333","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Wairarapa","DepTotal","full","139","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Waitematā","DepTotal","full","1822","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","West Coast","DepTotal","full","79","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"12 months","Whanganui","DepTotal","full","187","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","National Total","DepTotal","full","9665","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Auckland","DepTotal","full","884","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Bay of Plenty","DepTotal","full","459","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Canterbury","DepTotal","full","1317","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Capital and Coast","DepTotal","full","552","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Counties Manukau","DepTotal","full","1244","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Hawkes Bay","DepTotal","full","302","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Hutt Valley","DepTotal","full","393","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Lakes","DepTotal","full","193","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","MidCentral","DepTotal","full","347","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Nelson Marlborough","DepTotal","full","268","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Northland","DepTotal","full","287","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","South Canterbury","DepTotal","full","111","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
"18 months","Southern","DepTotal","full","664","1 April 2022 to 30 June 2022 (Excel, 71 KB).xlsx","Deprivation"
