"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"West Coast","Total","full","361","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","Total","full","771","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","Total","full","51893","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","Total","proportion","0.79","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","Total","proportion","0.7","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","Total","proportion","0.84","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","Total","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","Total","proportion","0.72","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","Total","proportion","0.88","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","Total","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","Total","proportion","0.7","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","Total","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","Total","proportion","0.84","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","Total","proportion","0.76","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","Total","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","Total","proportion","0.87","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","Total","proportion","0.82","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","Total","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","Total","proportion","0.7","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","Total","proportion","0.9","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","Total","proportion","0.77","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","Total","proportion","0.77","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","Total","proportion","0.85","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","Total","proportion","0.79","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","NZE","eligible","1619","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","NZE","eligible","1272","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","NZE","eligible","3612","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","NZE","eligible","1571","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","NZE","eligible","1285","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","NZE","eligible","919","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","NZE","eligible","867","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","NZE","eligible","502","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","NZE","eligible","1103","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","NZE","eligible","1039","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","NZE","eligible","776","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","NZE","eligible","486","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","NZE","eligible","2337","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","NZE","eligible","190","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","NZE","eligible","933","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","NZE","eligible","2509","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","NZE","eligible","303","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","NZE","eligible","2839","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","NZE","eligible","289","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","NZE","eligible","382","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","NZE","eligible","24836","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","NZE","full","1336","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","NZE","full","927","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","NZE","full","3188","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","NZE","full","1379","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","NZE","full","1011","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","NZE","full","809","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","NZE","full","745","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","NZE","full","371","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","NZE","full","961","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","NZE","full","896","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","NZE","full","583","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","NZE","full","426","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","NZE","full","2074","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","NZE","full","163","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","NZE","full","800","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","NZE","full","1892","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","NZE","full","275","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","NZE","full","2242","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","NZE","full","241","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","NZE","full","326","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","NZE","full","20648","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","NZE","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","NZE","proportion","0.73","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","NZE","proportion","0.88","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","NZE","proportion","0.88","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","NZE","proportion","0.79","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","NZE","proportion","0.88","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","NZE","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","NZE","proportion","0.74","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","NZE","proportion","0.87","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","NZE","proportion","0.75","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","NZE","proportion","0.88","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","NZE","proportion","0.89","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","NZE","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","NZE","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","NZE","proportion","0.75","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","NZE","proportion","0.91","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","NZE","proportion","0.79","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","NZE","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","NZE","proportion","0.85","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","NZE","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","Maori","eligible","767","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","Maori","eligible","1399","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","Maori","eligible","1000","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","Maori","eligible","790","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","Maori","eligible","2526","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","Maori","eligible","1080","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","Maori","eligible","617","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","Maori","eligible","1027","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","Maori","eligible","763","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","Maori","eligible","352","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","Maori","eligible","1406","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","Maori","eligible","102","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","Maori","eligible","674","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","Maori","eligible","582","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","Maori","eligible","539","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","Maori","eligible","2164","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","Maori","eligible","205","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","Maori","eligible","1337","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","Maori","eligible","77","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","Maori","eligible","361","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","Maori","eligible","17772","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","Maori","full","565","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","Maori","full","980","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","Maori","full","820","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","Maori","full","663","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","Maori","full","1714","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","Maori","full","960","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","Maori","full","510","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","Maori","full","701","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","Maori","full","660","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","Maori","full","301","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","Maori","full","1081","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","Maori","full","85","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","Maori","full","594","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","Maori","full","462","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","Maori","full","430","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","Maori","full","1425","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","Maori","full","191","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","Maori","full","959","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","Maori","full","64","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","Maori","full","309","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","Maori","full","13475","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","Maori","proportion","0.74","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","Maori","proportion","0.7","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","Maori","proportion","0.82","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","Maori","proportion","0.84","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","Maori","proportion","0.68","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","Maori","proportion","0.89","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","Maori","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","Maori","proportion","0.68","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","Maori","proportion","0.87","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","Maori","proportion","0.77","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","Maori","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","Maori","proportion","0.88","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","Maori","proportion","0.79","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","Maori","proportion","0.8","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","Maori","proportion","0.66","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","Maori","proportion","0.93","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","Maori","proportion","0.72","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","Maori","proportion","0.83","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","Maori","proportion","0.86","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","Maori","proportion","0.76","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","Pacific","eligible","1290","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","Pacific","eligible","70","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","Pacific","eligible","299","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","Pacific","eligible","449","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","Pacific","eligible","3057","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","Pacific","eligible","111","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","Pacific","eligible","272","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","Pacific","eligible","39","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","Pacific","eligible","123","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","Pacific","eligible","49","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","Pacific","eligible","47","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","Pacific","eligible","n/s","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","Pacific","eligible","117","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","Pacific","eligible","22","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","Pacific","eligible","35","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","Pacific","eligible","241","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Wairarapa","Pacific","eligible","18","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waitemata","Pacific","eligible","988","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"West Coast","Pacific","eligible","n/s","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Whanganui","Pacific","eligible","36","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"National","Pacific","eligible","7277","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Auckland","Pacific","full","1043","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Bay of Plenty","Pacific","full","47","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Canterbury","Pacific","full","253","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Capital & Coast","Pacific","full","388","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Counties Manukau","Pacific","full","2227","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hawkes Bay","Pacific","full","97","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Hutt Valley","Pacific","full","232","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Lakes","Pacific","full","27","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Midcentral","Pacific","full","105","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Nelson Marlborough","Pacific","full","37","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Northland","Pacific","full","32","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"South Canterbury","Pacific","full","n/s","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Southern","Pacific","full","104","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Tairawhiti","Pacific","full","20","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Taranaki","Pacific","full","31","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
"Waikato","Pacific","full","169","5 Years","1 April 2013 to 31 March 2014 (Excel 2.1 MB).xls","Ethnicity"
