"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Otago","Total","proportion","0.883720930232558","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","Total","proportion","0.853260869565217","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","Total","proportion","0.94047619047619","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","Total","proportion","0.69","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","Total","proportion","0.791962174940898","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","Total","proportion","0.760855043420174","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","Total","proportion","0.859375","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","Total","proportion","0.815286624203822","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","Total","proportion","0.802083333333333","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","Total","proportion","0.805429864253394","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","Total","proportion","0.798082276523353","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","NZE","eligible","431","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","NZE","eligible","325","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","NZE","eligible","970","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","NZE","eligible","400","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","NZE","eligible","311","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","NZE","eligible","262","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","NZE","eligible","222","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","NZE","eligible","146","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","NZE","eligible","276","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","eligible","245","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","NZE","eligible","203","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Otago","NZE","eligible","376","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","NZE","eligible","130","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","NZE","eligible","261","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","NZE","eligible","53","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","NZE","eligible","250","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","NZE","eligible","685","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","NZE","eligible","83","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","NZE","eligible","670","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","NZE","eligible","61","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","NZE","eligible","82","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","NZE","eligible","6453","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","NZE","full","365","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","NZE","full","256","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","NZE","full","847","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","NZE","full","361","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","NZE","full","264","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","NZE","full","235","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","NZE","full","195","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","NZE","full","89","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","NZE","full","218","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","full","204","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","NZE","full","149","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Otago","NZE","full","346","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","NZE","full","114","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","NZE","full","248","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","NZE","full","41","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","NZE","full","204","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","NZE","full","556","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","NZE","full","74","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","NZE","full","554","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","NZE","full","52","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","NZE","full","68","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","NZE","full","5444","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","NZE","proportion","0.816705336426914","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","NZE","proportion","0.76","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","NZE","proportion","0.858762886597938","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","NZE","proportion","0.9","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","NZE","proportion","0.829581993569132","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","NZE","proportion","0.889312977099237","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","NZE","proportion","0.869369369369369","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","NZE","proportion","0.602739726027397","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","NZE","proportion","0.77536231884058","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.820408163265306","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","NZE","proportion","0.70935960591133","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Otago","NZE","proportion","0.912234042553192","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","NZE","proportion","0.869230769230769","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","NZE","proportion","0.950191570881226","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","NZE","proportion","0.773584905660377","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","NZE","proportion","0.8","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","NZE","proportion","0.802919708029197","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","NZE","proportion","0.891566265060241","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","NZE","proportion","0.807462686567164","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","NZE","proportion","0.819672131147541","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","NZE","proportion","0.829268292682927","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","NZE","proportion","0.829846582984658","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","Maori","eligible","158","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","Maori","eligible","351","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","Maori","eligible","245","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","Maori","eligible","177","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","Maori","eligible","634","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","Maori","eligible","235","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","Maori","eligible","150","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","Maori","eligible","242","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","Maori","eligible","193","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","eligible","82","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","Maori","eligible","318","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Otago","Maori","eligible","87","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","Maori","eligible","24","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","Maori","eligible","94","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","Maori","eligible","131","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","Maori","eligible","114","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","Maori","eligible","554","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","Maori","eligible","31","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","Maori","eligible","332","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","Maori","eligible","18","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","Maori","eligible","91","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","Maori","eligible","4265","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","Maori","full","121","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","Maori","full","227","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","Maori","full","205","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","Maori","full","151","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","Maori","full","409","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","Maori","full","211","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","Maori","full","125","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","Maori","full","139","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","Maori","full","134","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","full","66","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","Maori","full","210","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Otago","Maori","full","75","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","Maori","full","21","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","Maori","full","88","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","Maori","full","87","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","Maori","full","88","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","Maori","full","384","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","Maori","full","25","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","Maori","full","254","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","Maori","full","16","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","Maori","full","73","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","Maori","full","3110","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","Maori","proportion","0.765822784810127","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","Maori","proportion","0.646723646723647","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","Maori","proportion","0.836734693877551","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","Maori","proportion","0.853107344632768","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","Maori","proportion","0.645110410094637","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","Maori","proportion","0.897872340425532","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","Maori","proportion","0.833333333333333","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","Maori","proportion","0.574380165289256","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","Maori","proportion","0.694300518134715","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.804878048780488","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","Maori","proportion","0.660377358490566","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Otago","Maori","proportion","0.862068965517241","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","Maori","proportion","0.875","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","Maori","proportion","0.936170212765957","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","Maori","proportion","0.66412213740458","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","Maori","proportion","0.771929824561403","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","Maori","proportion","0.693140794223827","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","Maori","proportion","0.806451612903226","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","Maori","proportion","0.765060240963855","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","Maori","proportion","0.888888888888889","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","Maori","proportion","0.802197802197802","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","Maori","proportion","0.729191090269637","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","Pacific","eligible","328","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","eligible","15","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","Pacific","eligible","71","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","Pacific","eligible","110","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","Pacific","eligible","752","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","eligible","36","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","Pacific","eligible","63","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","Pacific","eligible","18","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","Pacific","eligible","17","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","eligible","13","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","Pacific","eligible","14","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Otago","Pacific","eligible","n/s","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"South Canterbury","Pacific","eligible","n/s","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Southland","Pacific","eligible","17","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Tairawhiti","Pacific","eligible","n/s","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Taranaki","Pacific","eligible","12","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waikato","Pacific","eligible","46","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Wairarapa","Pacific","eligible","n/s","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Waitemata","Pacific","eligible","234","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"West Coast","Pacific","eligible","n/s","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Whanganui","Pacific","eligible","n/s","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"National","Pacific","eligible","1775","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Auckland","Pacific","full","263","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","full","11","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Canterbury","Pacific","full","59","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Capital & Coast","Pacific","full","97","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Counties Manukau","Pacific","full","583","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","full","33","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Hutt Valley","Pacific","full","59","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Lakes","Pacific","full","14","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Midcentral","Pacific","full","11","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","full","n/s","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
"Northland","Pacific","full","10","24 months","1 April 2009 to 1 July 2009 (Excel, 447 KB).xls","Ethnicity"
