"Age","DHB","demography","measure","number","QtYR","Demogfacet"
"8 months","Waitemata","DepTotal","eligible","1972","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","West Coast","DepTotal","eligible","74","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Whanganui","DepTotal","eligible","237","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","National Total","DepTotal","eligible","14527","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Auckland","DepTotal","eligible","1232","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Bay of Plenty","DepTotal","eligible","816","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Canterbury","DepTotal","eligible","1526","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Capital and Coast","DepTotal","eligible","757","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Counties Manukau","DepTotal","eligible","2101","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Hawke's Bay","DepTotal","eligible","550","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Hutt Valley","DepTotal","eligible","509","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Lakes","DepTotal","eligible","366","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","MidCentral","DepTotal","eligible","511","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Nelson Marlborough","DepTotal","eligible","354","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Northland","DepTotal","eligible","605","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","South Canterbury","DepTotal","eligible","147","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Southern","DepTotal","eligible","838","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Tairawhiti","DepTotal","eligible","182","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Taranaki","DepTotal","eligible","374","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Waikato","DepTotal","eligible","1428","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Wairarapa","DepTotal","eligible","147","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Waitemata","DepTotal","eligible","1791","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","West Coast","DepTotal","eligible","78","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Whanganui","DepTotal","eligible","215","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","National Total","DepTotal","eligible","15080","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Auckland","DepTotal","eligible","1266","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Bay of Plenty","DepTotal","eligible","860","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Canterbury","DepTotal","eligible","1656","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Capital and Coast","DepTotal","eligible","791","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Counties Manukau","DepTotal","eligible","2108","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Hawke's Bay","DepTotal","eligible","501","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Hutt Valley","DepTotal","eligible","476","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Lakes","DepTotal","eligible","397","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","MidCentral","DepTotal","eligible","608","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Nelson Marlborough","DepTotal","eligible","398","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Northland","DepTotal","eligible","592","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","South Canterbury","DepTotal","eligible","149","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Southern","DepTotal","eligible","884","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Tairawhiti","DepTotal","eligible","171","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Taranaki","DepTotal","eligible","371","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Waikato","DepTotal","eligible","1430","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Wairarapa","DepTotal","eligible","126","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Waitemata","DepTotal","eligible","1991","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","West Coast","DepTotal","eligible","97","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Whanganui","DepTotal","eligible","208","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","National Total","DepTotal","eligible","14874","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Auckland","DepTotal","eligible","1231","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Bay of Plenty","DepTotal","eligible","817","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Canterbury","DepTotal","eligible","1608","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Capital and Coast","DepTotal","eligible","770","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Counties Manukau","DepTotal","eligible","2134","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Hawke's Bay","DepTotal","eligible","517","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Hutt Valley","DepTotal","eligible","486","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Lakes","DepTotal","eligible","381","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","MidCentral","DepTotal","eligible","521","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Nelson Marlborough","DepTotal","eligible","344","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Northland","DepTotal","eligible","630","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","South Canterbury","DepTotal","eligible","162","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Southern","DepTotal","eligible","880","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Tairawhiti","DepTotal","eligible","202","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Taranaki","DepTotal","eligible","427","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Waikato","DepTotal","eligible","1387","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Wairarapa","DepTotal","eligible","141","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Waitemata","DepTotal","eligible","1938","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","West Coast","DepTotal","eligible","80","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"24 months","Whanganui","DepTotal","eligible","218","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","National Total","DepTotal","eligible","16053","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Auckland","DepTotal","eligible","1339","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Bay of Plenty","DepTotal","eligible","890","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Canterbury","DepTotal","eligible","1668","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Capital and Coast","DepTotal","eligible","850","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Counties Manukau","DepTotal","eligible","2207","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Hawke's Bay","DepTotal","eligible","533","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Hutt Valley","DepTotal","eligible","509","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Lakes","DepTotal","eligible","409","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","MidCentral","DepTotal","eligible","577","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Nelson Marlborough","DepTotal","eligible","410","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Northland","DepTotal","eligible","678","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","South Canterbury","DepTotal","eligible","191","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Southern","DepTotal","eligible","904","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Tairawhiti","DepTotal","eligible","202","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Taranaki","DepTotal","eligible","447","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Waikato","DepTotal","eligible","1559","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Wairarapa","DepTotal","eligible","159","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Waitemata","DepTotal","eligible","2223","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","West Coast","DepTotal","eligible","85","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"54 months","Whanganui","DepTotal","eligible","213","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","National Total","DepTotal","eligible","15677","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Auckland","DepTotal","eligible","1252","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Bay of Plenty","DepTotal","eligible","870","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Canterbury","DepTotal","eligible","1654","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Capital and Coast","DepTotal","eligible","833","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Counties Manukau","DepTotal","eligible","2136","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Hawke's Bay","DepTotal","eligible","578","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Hutt Valley","DepTotal","eligible","539","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Lakes","DepTotal","eligible","417","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","MidCentral","DepTotal","eligible","593","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Nelson Marlborough","DepTotal","eligible","449","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Northland","DepTotal","eligible","663","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","South Canterbury","DepTotal","eligible","167","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Southern","DepTotal","eligible","887","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Tairawhiti","DepTotal","eligible","201","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Taranaki","DepTotal","eligible","430","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Waikato","DepTotal","eligible","1524","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Wairarapa","DepTotal","eligible","139","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Waitemata","DepTotal","eligible","2039","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","West Coast","DepTotal","eligible","80","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"5 years","Whanganui","DepTotal","eligible","226","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"Milestone age","DHB of residence","DepTotal","full","# Fully immunised","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","National Total","DepTotal","full","11172","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Auckland","DepTotal","full","1062","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Bay of Plenty","DepTotal","full","501","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Canterbury","DepTotal","full","1388","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Capital and Coast","DepTotal","full","634","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Counties Manukau","DepTotal","full","1551","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Hawke's Bay","DepTotal","full","364","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Hutt Valley","DepTotal","full","439","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Lakes","DepTotal","full","231","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","MidCentral","DepTotal","full","430","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Nelson Marlborough","DepTotal","full","276","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Northland","DepTotal","full","360","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","South Canterbury","DepTotal","full","124","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Southern","DepTotal","full","690","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Tairawhiti","DepTotal","full","110","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Taranaki","DepTotal","full","257","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Waikato","DepTotal","full","957","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Wairarapa","DepTotal","full","97","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Waitemata","DepTotal","full","1507","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","West Coast","DepTotal","full","43","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"6 months","Whanganui","DepTotal","full","151","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","National Total","DepTotal","full","13181","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Auckland","DepTotal","full","1114","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Bay of Plenty","DepTotal","full","658","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Canterbury","DepTotal","full","1562","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Capital and Coast","DepTotal","full","696","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Counties Manukau","DepTotal","full","1891","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Hawke's Bay","DepTotal","full","521","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Hutt Valley","DepTotal","full","445","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Lakes","DepTotal","full","289","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","MidCentral","DepTotal","full","488","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Nelson Marlborough","DepTotal","full","312","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Northland","DepTotal","full","470","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","South Canterbury","DepTotal","full","129","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Southern","DepTotal","full","798","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Tairawhiti","DepTotal","full","165","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Taranaki","DepTotal","full","301","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Waikato","DepTotal","full","1233","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Wairarapa","DepTotal","full","110","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Waitemata","DepTotal","full","1748","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","West Coast","DepTotal","full","57","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"8 months","Whanganui","DepTotal","full","194","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","National Total","DepTotal","full","13140","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Auckland","DepTotal","full","1145","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Bay of Plenty","DepTotal","full","686","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Canterbury","DepTotal","full","1442","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Capital and Coast","DepTotal","full","700","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Counties Manukau","DepTotal","full","1908","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Hawke's Bay","DepTotal","full","504","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Hutt Valley","DepTotal","full","467","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Lakes","DepTotal","full","309","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","MidCentral","DepTotal","full","453","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Nelson Marlborough","DepTotal","full","318","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Northland","DepTotal","full","498","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","South Canterbury","DepTotal","full","139","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Southern","DepTotal","full","792","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Tairawhiti","DepTotal","full","159","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Taranaki","DepTotal","full","332","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Waikato","DepTotal","full","1268","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Wairarapa","DepTotal","full","134","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Waitemata","DepTotal","full","1654","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","West Coast","DepTotal","full","64","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"12 months","Whanganui","DepTotal","full","168","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","National Total","DepTotal","full","10469","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Auckland","DepTotal","full","946","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Bay of Plenty","DepTotal","full","542","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Canterbury","DepTotal","full","1297","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Capital and Coast","DepTotal","full","599","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Counties Manukau","DepTotal","full","1409","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Hawke's Bay","DepTotal","full","300","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Hutt Valley","DepTotal","full","357","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Lakes","DepTotal","full","222","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","MidCentral","DepTotal","full","400","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Nelson Marlborough","DepTotal","full","298","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
"18 months","Northland","DepTotal","full","292","1 April 2021 to 30 June 2021 (Excel, 65 KB).xlsx","Deprivation"
