"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Nelson Marlborough","Total","full","387","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","Total","full","493","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","Total","full","167","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","Total","full","782","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","Total","full","170","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","Total","full","360","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","Total","full","1094","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","Total","full","127","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","Total","full","1668","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","Total","full","90","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","Total","full","197","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","Total","full","13328","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","Total","proportion","0.838177014531044","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","Total","proportion","0.739184177997528","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","Total","proportion","0.874773139745917","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","Total","proportion","0.903357070193286","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","Total","proportion","0.735807860262009","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","Total","proportion","0.928571428571429","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","Total","proportion","0.880070546737213","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","Total","proportion","0.704387990762125","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","Total","proportion","0.9109375","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","Total","proportion","0.839479392624729","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","Total","proportion","0.729289940828402","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","Total","proportion","0.917582417582418","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","Total","proportion","0.863134657836645","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","Total","proportion","0.880829015544041","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","Total","proportion","0.882352941176471","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","Total","proportion","0.756046993780235","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","Total","proportion","0.888111888111888","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","Total","proportion","0.814453125","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","Total","proportion","0.79646017699115","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","Total","proportion","0.887387387387387","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","Total","proportion","0.82028557360906","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","NZE","eligible","357","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","NZE","eligible","306","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","NZE","eligible","839","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","NZE","eligible","415","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","NZE","eligible","285","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","NZE","eligible","201","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","NZE","eligible","198","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","NZE","eligible","116","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","NZE","eligible","299","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","eligible","245","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","NZE","eligible","198","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","NZE","eligible","124","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","NZE","eligible","553","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","NZE","eligible","45","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","NZE","eligible","210","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","NZE","eligible","589","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","NZE","eligible","73","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","NZE","eligible","691","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","NZE","eligible","63","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","NZE","eligible","97","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","NZE","eligible","5904","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","NZE","full","327","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","NZE","full","241","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","NZE","full","766","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","NZE","full","370","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","NZE","full","229","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","NZE","full","187","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","NZE","full","181","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","NZE","full","96","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","NZE","full","279","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","full","213","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","NZE","full","159","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","NZE","full","116","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","NZE","full","489","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","NZE","full","41","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","NZE","full","187","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","NZE","full","456","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","NZE","full","69","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","NZE","full","589","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","NZE","full","58","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","NZE","full","91","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","NZE","full","5144","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","NZE","proportion","0.915966386554622","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","NZE","proportion","0.787581699346405","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","NZE","proportion","0.912991656734207","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","NZE","proportion","0.891566265060241","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","NZE","proportion","0.803508771929825","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","NZE","proportion","0.930348258706468","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","NZE","proportion","0.914141414141414","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","NZE","proportion","0.827586206896552","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","NZE","proportion","0.933110367892977","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","NZE","proportion","0.869387755102041","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","NZE","proportion","0.803030303030303","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","NZE","proportion","0.935483870967742","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","NZE","proportion","0.884267631103074","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","NZE","proportion","0.911111111111111","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","NZE","proportion","0.89047619047619","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","NZE","proportion","0.774193548387097","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","NZE","proportion","0.945205479452055","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","NZE","proportion","0.852387843704776","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","NZE","proportion","0.920634920634921","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","NZE","proportion","0.938144329896907","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","NZE","proportion","0.871273712737127","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","Maori","eligible","187","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","Maori","eligible","331","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","Maori","eligible","233","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","Maori","eligible","180","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","Maori","eligible","649","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","Maori","eligible","262","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","Maori","eligible","145","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","Maori","eligible","243","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","Maori","eligible","209","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","eligible","78","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","Maori","eligible","387","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","Maori","eligible","27","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","Maori","eligible","164","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","Maori","eligible","129","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","Maori","eligible","135","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","Maori","eligible","553","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","Maori","eligible","41","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","Maori","eligible","352","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","Maori","eligible","22","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","Maori","eligible","90","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","Maori","eligible","4417","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","Maori","full","156","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","Maori","full","236","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","Maori","full","207","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","Maori","full","160","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","Maori","full","448","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","Maori","full","244","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","Maori","full","130","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","Maori","full","162","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","Maori","full","189","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","full","65","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","Maori","full","278","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","Maori","full","25","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","Maori","full","138","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","Maori","full","113","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","Maori","full","115","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","Maori","full","422","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","Maori","full","33","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","Maori","full","262","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","Maori","full","19","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","Maori","full","78","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","Maori","full","3480","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","Maori","proportion","0.834224598930481","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","Maori","proportion","0.712990936555891","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","Maori","proportion","0.888412017167382","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","Maori","proportion","0.888888888888889","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","Maori","proportion","0.690292758089368","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","Maori","proportion","0.931297709923664","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","Maori","proportion","0.896551724137931","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","Maori","proportion","0.666666666666667","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","Maori","proportion","0.904306220095694","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","Maori","proportion","0.833333333333333","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","Maori","proportion","0.718346253229974","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","Maori","proportion","0.925925925925926","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","Maori","proportion","0.841463414634146","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","Maori","proportion","0.875968992248062","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","Maori","proportion","0.851851851851852","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","Maori","proportion","0.763110307414105","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","Maori","proportion","0.804878048780488","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","Maori","proportion","0.744318181818182","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","Maori","proportion","0.863636363636364","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","Maori","proportion","0.866666666666667","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","Maori","proportion","0.787865066787412","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","Pacific","eligible","338","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","eligible","17","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","Pacific","eligible","91","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","Pacific","eligible","90","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","Pacific","eligible","785","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","eligible","38","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","Pacific","eligible","85","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","Pacific","eligible","12","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","Pacific","eligible","27","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","eligible","18","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","Pacific","eligible","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","Pacific","eligible","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","Pacific","eligible","32","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","Pacific","eligible","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","Pacific","eligible","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","Pacific","eligible","60","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","Pacific","eligible","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","Pacific","eligible","236","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","Pacific","eligible","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","Pacific","eligible","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"National","Pacific","eligible","1872","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Auckland","Pacific","full","275","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Bay of Plenty","Pacific","full","14","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Canterbury","Pacific","full","84","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Capital & Coast","Pacific","full","88","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Counties Manukau","Pacific","full","576","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hawkes Bay","Pacific","full","35","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Hutt Valley","Pacific","full","69","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Lakes","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Midcentral","Pacific","full","24","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Nelson Marlborough","Pacific","full","16","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Northland","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"South Canterbury","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Southern","Pacific","full","27","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Tairawhiti","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Taranaki","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waikato","Pacific","full","42","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Wairarapa","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Waitemata","Pacific","full","188","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"West Coast","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
"Whanganui","Pacific","full","n/s","5 years","1 April 2015 to 30 June 2015 (Excel, 195 KB).xls","Ethnicity"
